mlsfc,mcate_nm,Sex,Age,Month,time,day,fav_plc,click
식당,일반한식,F,17,6,14,토,이탈리아음식,0
식당,갈비/불고기,F,18,4,24,월,할리스커피,0
식당,해물요리,F,48,11,9,금,성/성터,0
식당,일반한식,F,57,11,18,금,다방,1
식당,국수전문,M,51,3,19,월,원할머니보쌈,1
식당,경양식,F,42,5,1,월,할리스커피,1
식당,삼겹살,M,49,5,10,수,벌집삼겹살,0
식당,생선회,M,44,11,19,화,탐앤탐스,0
식당,삼겹살,F,25,11,23,금,초밥/롤전문,1
식당,일반한식,M,49,7,16,월,전통찻집,0
식당,BBQ치킨,F,20,1,11,토,커피빈,0
식당,일반한식,F,37,3,1,토,분식,0
식당,샤브샤브,M,39,1,24,화,BBQ치킨,1
식당,일반한식,F,54,6,6,토,기타전시/박물관,0
식당,치킨,M,45,9,11,월,스무디킹,0
식당,족발/보쌈,M,36,9,20,월,떡집,0
식당,일반한식,F,45,7,13,화,애슐리,1
식당,치킨,F,23,7,8,수,망고식스,1
식당,해물요리,M,50,5,13,금,냉면,0
식당,일반한식,F,45,9,10,월,호텔부페,1
식당,삼겹살,F,28,7,23,금,뚜레쥬르,0
식당,경양식,F,57,11,12,토,피자헛,1
식당,일반한식,F,38,8,17,화,파스타전문,0
식당,치킨,F,50,5,24,일,인도음식,0
식당,일반한식,F,24,11,23,금,식물원,0
식당,피자,F,42,2,9,수,버거킹,0
식당,도시락,M,46,8,17,수,유명관광지,0
식당,피자,F,43,6,5,토,빕스,0
식당,찌개/탕전문,F,50,3,10,금,경양식,1
식당,일반한식,M,50,5,3,목,도미노피자,0
식당,분식,F,28,10,16,금,일반부페,1
식당,분식,F,32,6,12,수,샤브샤브,0
식당,치킨,M,22,5,5,일,일반유원지/일반놀이공원,0
식당,피자,F,21,4,8,토,스타벅스,1
식당,일반한식,M,23,4,10,토,카페(도심),1
식당,치킨,M,58,1,17,수,교촌치킨,1
식당,분식,M,25,11,16,화,맥시칸,1
식당,피자,F,23,10,13,금,맥도날드,1
식당,삼겹살,F,51,12,23,토,군락/서식지/생태보호구역,1
식당,전문부페,M,24,11,18,일,본죽,1
식당,분식,M,21,12,2,화,분식,1
식당,치킨,M,35,7,4,목,공연/연극/문화센터,1
식당,갈비/불고기,M,33,4,9,일,더후라이팬,0
식당,일반한식,F,25,11,10,월,KFC,1
식당,피자,F,52,10,11,일,보물,1
식당,일반한식,F,45,5,13,목,굽네치킨,1
식당,일반한식,F,16,10,17,화,찌개/탕전문,1
식당,일반한식,M,22,4,4,일,해물요리,1
식당,일반한식,F,34,12,12,토,암자,0
식당,BBQ치킨,M,57,5,1,수,유명사적/유적지,0
식당,갈비/불고기,M,55,8,19,화,카페(도심),0
식당,일반한식,F,44,1,23,목,다방,1
식당,일반한식,F,59,9,13,토,군락/서식지/생태보호구역,1
식당,치킨,M,16,10,15,수,비/탑/문/각,1
식당,일반한식,F,27,9,11,수,아웃백스테이크하우스,1
식당,냉면,F,29,5,7,화,몸보신,0
식당,냉면,F,53,8,12,화,피자헛,0
식당,일반한식,M,39,9,5,화,지역사찰,0
식당,햄버거/도너츠/샌드위치,F,25,6,2,목,피쉬앤그릴,1
식당,일반한식,M,41,7,18,금,대형예술센터,1
식당,일반한식,M,14,6,20,목,호텔부페,0
식당,갈비/불고기,M,58,12,12,수,유명사찰,1
식당,일반한식,M,51,10,7,월,놀부부대찌개,0
식당,일반한식,F,21,11,20,수,전통찻집,0
식당,치킨,M,42,9,5,목,소형갤러리,1
식당,갈비/불고기,M,21,2,2,토,해물요리,0
식당,치킨,F,37,12,23,일,서원/향교/서당,0
식당,곱창/양구이,M,22,9,1,월,커피빈,0
식당,치킨,M,50,6,3,토,애슐리,0
식당,냉면,M,20,6,14,금,KFC,1
식당,일반한식,F,42,8,16,수,T.G.I.프라이데이스,0
식당,분식,M,23,2,17,수,일반한식,1
식당,삼겹살,M,43,6,15,목,서원/향교/서당,1
식당,일반한식,F,57,2,13,일,유명관광지,1
식당,삼겹살,F,17,4,14,금,파스쿠찌,0
식당,일반한식,F,44,12,14,금,굽네치킨,1
식당,몸보신,M,58,10,5,화,지역사찰,0
식당,갈비/불고기,M,30,2,11,목,초밥/롤전문,1
식당,일반한식,M,46,11,15,수,더후라이팬,1
식당,보양식,F,21,9,14,금,이탈리아음식,0
식당,생선회,F,39,1,14,금,교촌치킨,1
식당,샤브샤브,F,57,4,17,목,크리스피크림도넛,0
식당,일반한식,M,40,6,9,금,철판요리,1
식당,생선회,F,51,1,15,월,드롭탑,1
식당,갈비/불고기,F,39,2,3,월,설빙,0
식당,일반한식,F,39,9,1,일,한스델리,0
식당,생선회,F,32,4,7,일,아쿠아리움/대형수족관,0
식당,일반한식,M,27,8,23,토,동남아음식,1
식당,치킨,F,29,12,2,금,갈비/불고기,1
식당,일반한식,F,27,8,8,수,한스델리,1
식당,분식,F,32,11,17,금,맥도날드,1
식당,삼겹살,F,29,9,6,월,생고기/등심,1
식당,피쉬앤그릴,F,36,9,9,토,한솥도시락,1
식당,치킨,M,27,10,23,수,주커피,0
식당,일반한식,F,45,1,12,목,카페베네,0
식당,삼겹살,M,47,4,24,월,뚜레쥬르,1
식당,분식,F,47,3,8,월,찌개/탕전문,1
식당,일반한식,F,37,4,11,일,시립/군립공원,0
식당,일반한식,M,59,8,12,토,맘스터치,1
식당,일반한식,M,49,4,18,일,던킨도너츠,0
식당,분식,M,46,7,10,수,서원/향교/서당,1
식당,경양식,F,43,7,19,월,페리카나,0
식당,냉면,F,53,4,16,수,크리스피크림도넛,0
식당,일반한식,M,21,7,10,화,지역축제,0
식당,일반한식,M,35,2,22,목,경양식,1
식당,돈까스전문,F,55,3,17,금,카페베네,1
식당,삼겹살,F,38,3,15,금,공연/연극/문화센터,0
식당,일반한식,F,37,5,20,수,구민/시민회관,1
식당,족발/보쌈,M,26,10,9,화,야식(24시간오픈),1
식당,일반한식,F,27,8,8,월,닭/오리구이,0
식당,일반한식,F,59,4,17,월,스무디킹,0
식당,일반한식,M,16,7,3,금,투썸플레이스,1
식당,족발/보쌈,M,38,6,6,목,할리스커피,0
식당,치킨,F,39,6,24,일,일반한식,1
식당,몸보신,M,28,3,16,화,대형전시/박물관,1
식당,일반한식,F,19,5,20,일,전통찻집,0
식당,치킨,F,52,7,20,목,카페띠아모,1
식당,일반한식,F,22,8,8,월,철판요리,1
식당,족발/보쌈,F,31,3,19,수,다방,1
식당,생선회,F,16,12,1,월,전문부페,1
식당,일반한식,M,58,6,22,수,맘스터치,0
식당,일반한식,M,54,6,6,월,군락/서식지/생태보호구역,1
식당,일반한식,M,38,12,22,수,성/성터,1
식당,일반한식,M,51,8,1,목,몸보신,0
식당,몸보신,M,29,11,16,목,빕스,0
식당,족발/보쌈,M,22,6,16,화,커피빈,1
식당,일반한식,M,21,4,24,토,카페(관광지),1
식당,보양식,M,38,10,20,월,놀부보쌈,1
식당,갈비/불고기,M,42,2,24,수,벌집삼겹살,1
식당,몸보신,F,23,2,7,일,스타벅스,0
식당,삼겹살,M,58,2,1,목,치킨,1
식당,해물요리,M,40,4,17,일,KFC,1
식당,일반한식,M,27,4,6,일,암자,0
식당,일반한식,F,21,3,18,화,유명관광지,1
식당,치킨,F,57,8,9,토,찌개/탕전문,1
식당,돈까스전문,M,58,12,15,일,아쿠아리움/대형수족관,1
식당,일반한식,F,39,1,7,목,몸보신,1
식당,일반한식,M,59,7,6,화,투썸플레이스,0
식당,일반한식,F,35,3,6,토,놀부보쌈,1
식당,일반한식,F,39,10,14,목,로티보이,0
식당,일반한식,F,45,9,3,수,뚜레쥬르,0
식당,일반한식,F,22,6,22,일,동물원,1
식당,해물요리,M,50,3,18,수,휴양림/수목원,0
식당,일반한식,M,22,11,3,금,이디야,0
식당,치킨,F,37,7,18,일,보물,0
식당,삼겹살,M,17,1,22,화,구민/시민회관,1
식당,일반한식,F,41,5,14,화,생선회,0
식당,갈비/불고기,M,22,7,10,목,닭익는마을,0
식당,국수전문,M,55,11,16,토,할리스커피,1
식당,삼겹살,F,47,6,15,수,비/탑/문/각,0
식당,생선회,F,41,9,6,목,동남아음식,1
식당,일반한식,M,19,3,11,목,대형예술센터,0
식당,일반한식,F,23,11,4,수,교촌치킨,1
식당,일반한식,M,33,10,11,목,죽전문,0
식당,일반한식,M,39,5,13,토,시립/군립공원,1
식당,치킨,F,53,9,24,일,대형시민/도심공원,1
식당,일반한식,M,30,12,4,목,보물,1
식당,일반한식,F,14,9,14,월,파스타전문,1
식당,생선회,F,33,8,11,화,대형시민/도심공원,1
식당,일반한식,M,54,8,4,화,전문부페,1
식당,일반한식,M,49,4,3,화,갈비/불고기,0
식당,찌개/탕전문,F,41,11,10,일,도미노피자,0
식당,삼겹살,F,27,2,23,월,생고기/등심,1
식당,족발/보쌈,M,41,8,2,토,대형미술관,0
식당,일반한식,M,32,7,6,화,뚜레쥬르,0
식당,일반한식,F,23,7,6,화,유명관광지,1
식당,도시락,F,32,7,13,월,벌집삼겹살,1
식당,피자,F,17,7,22,토,대형기념관/묘역,0
식당,삼겹살,F,19,2,13,수,폭포/계곡,1
식당,일반한식,F,27,8,23,월,빕스,0
식당,일반한식,F,41,1,1,화,버거킹,1
식당,일반한식,M,37,10,14,화,지역축제,1
식당,해물요리,F,32,6,6,금,전통찻집,0
식당,일반한식,M,35,4,10,토,대형호수/저수지,1
식당,일반한식,M,42,4,10,금,야식(24시간오픈),0
식당,일반한식,M,38,7,21,토,미술관,0
식당,일반한식,F,59,4,11,토,닭/오리구이,0
식당,일반한식,M,36,12,14,화,유명사찰,1
식당,일반한식,F,59,9,3,토,한솥도시락,1
식당,일반한식,F,18,8,10,목,커피빈,0
식당,일반한식,F,50,2,19,화,배스킨라빈스31,0
식당,족발/보쌈,F,30,12,12,토,일반관광지,0
식당,일반한식,F,56,5,6,목,야식(24시간오픈),1
식당,일반한식,F,41,2,9,금,던킨도너츠,0
식당,일반한식,F,59,1,19,목,치킨,1
식당,일반한식,M,19,12,16,화,BBQ치킨,0
식당,야식(24시간오픈),F,20,9,12,일,일반유원지/일반놀이공원,0
식당,생선회,M,18,9,23,월,피자,0
식당,생선회,F,48,9,10,목,맥도날드,1
식당,일반한식,M,22,5,22,월,맘스터치,1
식당,일반한식,F,43,9,5,수,분식,1
식당,일반한식,M,52,4,20,일,한솥도시락,0
식당,일반한식,M,25,7,17,목,관광농원/허브마을,0
식당,일반한식,M,48,9,2,목,뚜레쥬르,1
식당,일반한식,M,36,9,24,일,T.G.I.프라이데이스,1
식당,몸보신,F,24,4,22,화,BBQ치킨,1
식당,국수전문,M,47,2,4,수,폭포/계곡,1
식당,일반한식,M,28,6,4,토,카페띠아모,0
식당,일반한식,F,55,8,11,목,투썸플레이스,0
식당,일반한식,M,14,11,21,수,BBQ치킨,0
식당,일반한식,M,14,6,11,화,샤브샤브,1
식당,갈비/불고기,M,58,9,20,토,파리바게뜨,1
식당,분식,M,49,3,3,금,파파이스,0
식당,일반한식,F,14,8,3,금,지역사찰,0
식당,야식(24시간오픈),M,20,4,20,일,이탈리아음식,0
식당,일반한식,F,40,10,5,토,다방,1
식당,일반한식,F,15,11,12,수,햄버거/도너츠/샌드위치,1
식당,일반한식,F,31,2,12,수,이탈리아음식,0
식당,일반한식,F,24,10,11,목,커피빈,1
식당,치킨,M,58,1,2,월,도시락,0
식당,일반한식,F,34,10,8,일,본죽,0
식당,분식,M,33,2,20,목,엔제리너스,0
식당,일반한식,F,37,3,12,월,구민/시민회관,0
식당,일반한식,F,29,9,18,화,테마공원/대형놀이공원,1
식당,일반한식,F,14,11,9,수,대형예술센터,0
식당,일반한식,F,27,10,15,월,도시락,0
식당,치킨,M,21,12,8,일,공연/연극/문화센터,1
식당,치킨,F,27,10,20,월,도시락,0
식당,일반한식,M,22,1,12,월,교촌치킨,1
식당,일반한식,M,28,10,23,일,동남아음식,0
식당,도시락,F,26,7,10,수,벌집삼겹살,1
식당,일반한식,F,56,8,23,목,크리스피크림도넛,1
식당,분식,M,37,9,16,금,페리카나,0
식당,일반한식,F,57,10,9,수,벌집삼겹살,1
식당,일반한식,F,25,5,24,금,폭포/계곡,0
식당,분식,F,55,8,24,토,도미노피자,1
식당,일반한식,F,41,3,9,금,카페(관광지),1
식당,일반한식,M,41,9,11,화,보양식,1
식당,일반한식,M,32,7,24,수,스테이크전문,0
식당,삼겹살,M,40,4,2,수,도미노피자,1
식당,일반한식,F,17,7,19,일,투썸플레이스,1
식당,일반한식,F,14,5,18,일,전문부페,1
식당,몸보신,M,20,1,24,화,뚜레쥬르,1
식당,일반한식,F,32,8,18,금,냉면,1
식당,일반한식,F,33,5,20,목,카페쎄리오,0
식당,생선회,F,28,1,17,수,피쉬앤그릴,1
식당,곱창/양구이,F,36,7,6,일,동남아음식,0
식당,맥시칸,M,46,2,12,목,온천지역,1
식당,일반한식,F,54,7,11,목,일반유원지/일반놀이공원,1
식당,일반한식,M,54,6,18,금,호텔부페,0
식당,분식,F,28,11,4,월,애슐리,1
식당,일반한식,M,35,7,9,토,차전문점,1
식당,일반한식,F,30,5,21,일,공차,0
식당,생선회,F,43,9,15,금,갈비/불고기,0
식당,일반한식,F,37,10,10,수,공연/연극/문화센터,0
식당,일반한식,F,53,8,22,금,경양식,0
식당,일반한식,M,55,1,4,화,휴양림/수목원,0
식당,치킨,M,27,11,2,목,스테이크전문,0
식당,해물요리,F,45,3,8,금,서원/향교/서당,0
식당,일반한식,F,59,3,13,일,삼겹살,0
식당,일반한식,M,31,8,23,금,페리카나,1
식당,일반한식,F,23,10,12,금,KFC,0
식당,보양식,F,20,6,10,목,보양식,1
식당,분식,M,19,8,19,목,던킨도너츠,0
식당,분식,M,35,3,22,일,인도음식,0
식당,치킨,M,49,9,21,토,페리카나,1
식당,맥시칸,F,16,5,12,수,뚜레쥬르,1
식당,치킨,F,30,1,8,화,파스타전문,0
식당,일반한식,M,43,11,19,월,돈까스전문,1
식당,냉면,M,20,12,17,화,초밥/롤전문,1
식당,분식,M,56,7,11,화,일반유원지/일반놀이공원,1
식당,일반한식,F,50,4,14,일,해물요리,1
식당,일반한식,M,22,10,13,목,유명관광지,0
식당,생선회,M,36,8,9,토,인도음식,1
식당,일반한식,F,36,12,11,일,던킨도너츠,1
식당,일반한식,F,49,7,14,수,지역축제,0
식당,일반한식,F,55,2,11,일,갈비/불고기,0
식당,생선회,F,25,5,22,금,한정식,1
식당,분식,F,33,6,14,화,보양식,1
식당,삼겹살,F,35,9,2,토,휴양림/수목원,1
식당,일반한식,F,22,1,13,화,아웃백스테이크하우스,0
식당,일반한식,F,22,1,23,수,지역사찰,1
식당,일반한식,F,19,10,24,수,곱창/양구이,1
식당,족발/보쌈,M,59,8,21,금,카페(도심),0
식당,일반한식,M,23,1,10,화,애슐리,1
식당,몸보신,F,37,1,4,목,대형호수/저수지,0
식당,일반한식,M,39,5,2,금,닭익는마을,0
식당,생선회,M,24,9,17,토,찌개/탕전문,1
식당,해물요리,M,22,10,17,월,대형미술관,1
식당,햄버거/도너츠/샌드위치,M,31,1,7,일,야식(24시간오픈),0
식당,일반한식,F,18,6,14,월,보물,0
식당,일반한식,M,54,3,16,수,전문부페,0
식당,일반한식,F,24,4,13,일,공차,1
식당,생선회,M,59,10,20,일,토속/특산물/기념품매장,0
식당,햄버거/도너츠/샌드위치,F,45,3,22,금,아웃백스테이크하우스,0
식당,일반한식,F,18,10,8,목,성/성터,0
식당,일반한식,M,39,2,2,화,한정식,1
식당,일반한식,F,35,7,22,토,퓨전,0
식당,분식,F,59,1,10,화,동물원,0
식당,분식,F,48,2,12,화,돈까스전문,1
식당,일반한식,F,26,6,3,일,생선회,1
식당,일반한식,M,16,1,6,월,주커피,1
식당,햄버거/도너츠/샌드위치,F,25,7,9,수,한정식,0
식당,맥시칸,F,33,2,18,월,스타벅스,1
식당,보양식,M,40,3,12,토,몸보신,0
식당,분식,F,41,1,10,월,BBQ치킨,0
식당,삼겹살,M,42,11,5,화,굽네치킨,1
식당,피자,F,57,5,19,토,경양식,0
식당,치킨,F,17,2,19,일,해물요리,0
식당,닭/오리구이,M,34,7,5,월,삼겹살,0
식당,치킨,M,35,12,4,수,파스쿠찌,0
식당,일반한식,M,57,3,16,목,기타아이스크림,0
식당,분식,F,43,8,22,일,카페(도심),0
식당,일반한식,M,36,6,10,토,한정식,1
식당,치킨,F,14,9,5,화,망고식스,1
식당,몸보신,F,49,5,6,토,곱창/양구이,1
식당,치킨,F,22,1,9,수,이탈리아음식,0
식당,분식,M,58,7,9,목,던킨도너츠,1
식당,치킨,M,46,8,22,토,기타전시/박물관,1
식당,치킨,M,37,5,18,월,대형기념관/묘역,0
식당,생선회,F,35,5,18,토,한정식,1
식당,삼겹살,M,52,7,11,수,파리바게뜨,1
식당,족발/보쌈,M,43,9,14,일,던킨도너츠,1
식당,분식,F,38,12,5,화,뚜레쥬르,0
식당,생선회,F,43,9,2,화,서원/향교/서당,1
식당,족발/보쌈,M,17,2,16,금,할리스커피,1
식당,분식,M,27,2,15,토,관광농원/허브마을,1
식당,일반한식,M,23,3,22,월,먹거리/패션거리,1
식당,삼겹살,M,15,5,9,화,카페띠아모,1
식당,생선회,M,57,8,17,월,드롭탑,0
식당,곱창/양구이,M,35,8,22,일,호텔부페,0
식당,일반한식,F,49,7,3,토,성/성터,1
식당,해물요리,M,51,12,23,수,굽네치킨,0
식당,해물요리,M,17,1,9,화,서원/향교/서당,0
식당,삼겹살,M,52,4,8,수,엔제리너스,1
식당,일반한식,M,42,4,8,화,투썸플레이스,0
식당,일반한식,M,47,1,2,수,아쿠아리움/대형수족관,1
식당,몸보신,M,23,5,4,월,한솥도시락,1
식당,국수전문,F,31,9,13,목,대형미술관,0
식당,일반한식,M,17,9,10,월,스테이크전문,1
식당,경양식,M,54,11,5,수,아쿠아리움/대형수족관,0
식당,삼겹살,M,40,5,1,일,도시락,0
식당,일반한식,F,43,1,22,토,전통찻집,0
식당,피자,F,55,5,8,월,대형미술관,1
식당,보양식,M,56,6,8,금,암자,1
식당,일반한식,F,37,10,11,월,폭포/계곡,1
식당,몸보신,M,51,5,19,금,식물원,1
식당,일반한식,F,52,2,15,화,스무디킹,0
식당,분식,M,17,1,10,목,호텔부페,1
식당,분식,F,17,8,15,월,공연/연극/문화센터,1
식당,생선회,M,29,12,7,일,도미노피자,1
식당,생선회,M,37,11,3,일,생선회,0
식당,일반한식,F,54,12,1,금,파스쿠찌,0
식당,일반한식,F,15,8,2,수,유명사적/유적지,1
식당,몸보신,M,42,9,1,토,카페(관광지),1
식당,일반한식,M,35,8,24,화,엔제리너스,0
식당,생선회,M,20,9,24,일,피자헛,0
식당,생선회,M,32,7,1,금,원할머니보쌈,0
식당,일반한식,F,57,12,16,일,카페(도심),0
식당,일반한식,F,50,12,1,수,야식(24시간오픈),1
식당,일반한식,M,26,4,16,목,기타전시/박물관,0
식당,경양식,F,19,11,20,월,피자헛,0
식당,일반한식,F,54,6,3,금,분식,0
식당,분식,M,52,9,10,일,파스타전문,1
식당,삼겹살,F,22,8,15,토,전통찻집,0
식당,일반한식,F,17,6,8,금,군락/서식지/생태보호구역,1
식당,치킨,M,59,11,8,금,식물원,0
식당,일반한식,F,43,6,14,월,크리스피크림도넛,1
식당,일반한식,F,44,6,1,목,식물원,0
식당,생선회,M,45,6,4,금,닭/오리구이,0
식당,일반한식,F,48,3,9,일,지역근린공원,1
식당,삼겹살,M,23,2,8,화,치킨,1
식당,일반한식,F,16,5,7,수,유명사찰,0
식당,일반한식,F,40,4,13,화,전문부페,0
식당,갈비/불고기,M,56,10,1,일,교촌치킨,1
식당,일반한식,F,20,1,7,목,식물원,0
식당,일반한식,F,37,3,2,일,동물원,0
식당,삼겹살,F,19,10,22,수,구민/시민회관,0
식당,치킨,F,35,12,5,월,지역근린공원,1
식당,일반한식,M,58,12,14,수,치킨,0
식당,일반한식,M,58,12,1,수,파리바게뜨,0
식당,일반한식,F,29,3,10,목,맥도날드,0
식당,일반한식,F,32,10,3,일,폭포/계곡,1
식당,몸보신,F,58,2,13,토,우동,1
식당,일반한식,F,18,3,18,월,퓨전,0
식당,일반한식,F,44,5,16,토,우동,0
식당,일반한식,M,59,7,23,월,대형예술센터,0
식당,갈비/불고기,M,41,3,5,토,먹거리/패션거리,0
식당,일반한식,F,34,5,23,금,지역근린공원,1
식당,일반한식,F,29,7,15,화,한스델리,1
식당,국수전문,M,34,10,14,토,KFC,1
식당,일반한식,F,17,12,12,월,동물원,0
식당,일반한식,F,14,8,16,일,대형미술관,1
식당,몸보신,F,14,5,23,목,생선회,1
식당,일반한식,F,24,11,3,일,보양식,0
식당,일반한식,M,33,2,3,일,보양식,0
식당,일반한식,F,16,9,8,토,경양식,1
식당,피자,M,43,3,3,목,페리카나,0
식당,치킨,F,51,10,10,월,다방,0
식당,삼겹살,M,23,2,1,목,할리스커피,1
식당,일반한식,F,26,10,6,토,국수전문,1
식당,돈까스전문,F,28,8,6,수,피자헛,1
식당,일반한식,M,35,1,7,금,닭익는마을,1
식당,일반한식,F,49,5,1,금,비/탑/문/각,0
식당,일반한식,M,40,7,7,수,설빙,1
식당,피자,F,48,12,7,화,일반관광지,1
식당,곱창/양구이,M,21,3,1,일,생고기/등심,1
식당,일반한식,F,31,2,19,토,지역사찰,1
식당,일반한식,F,35,1,15,수,유명사찰,0
식당,일반한식,M,14,4,16,목,해물요리,1
식당,분식,M,26,1,19,토,소형갤러리,1
식당,일반한식,M,59,3,7,수,공차,1
식당,일반한식,F,57,10,14,금,구민/시민회관,1
식당,삼겹살,F,20,2,22,금,카페베네,0
식당,일반한식,M,38,3,7,월,도미노피자,0
식당,일반한식,F,33,3,24,토,일반관광지,1
식당,일반한식,M,31,1,17,토,고택/생가/민속마을,1
식당,죽전문,F,28,7,6,일,돈까스전문,0
식당,몸보신,F,29,8,6,일,크리스피크림도넛,1
식당,일반한식,F,26,11,18,금,기타전시/박물관,0
식당,치킨,M,27,12,5,화,햄버거/도너츠/샌드위치,1
식당,경양식,M,57,6,18,금,배스킨라빈스31,0
식당,전문부페,F,31,1,4,수,찌개/탕전문,0
식당,해물요리,M,33,2,10,토,비/탑/문/각,1
식당,몸보신,F,33,12,21,일,설빙,1
식당,일반한식,M,34,10,9,월,한정식,1
식당,일반한식,M,33,9,7,목,비/탑/문/각,1
식당,곱창/양구이,M,58,2,3,토,나뚜루,1
식당,일반한식,F,27,2,3,토,피쉬앤그릴,0
식당,일반한식,F,46,9,20,금,토속/특산물/기념품매장,1
식당,일반한식,M,42,5,19,월,던킨도너츠,1
식당,일반한식,F,19,4,7,목,프랑스음식,1
식당,일반한식,M,47,6,8,화,더후라이팬,0
식당,분식,F,56,9,22,금,국수전문,1
식당,국수전문,M,32,1,3,수,공연/연극/문화센터,1
식당,경양식,F,47,3,5,화,차전문점,0
식당,일반한식,M,54,4,20,금,시립/군립공원,0
식당,일반한식,M,46,7,17,금,식물원,1
식당,생선회,F,51,10,19,월,크리스피크림도넛,0
식당,일반한식,M,44,9,3,일,대형기념관/묘역,0
식당,일반한식,M,27,4,23,금,애슐리,1
식당,일반한식,F,17,12,11,화,맥도날드,0
식당,햄버거/도너츠/샌드위치,F,59,10,18,목,파파존스피자,1
식당,삼겹살,F,19,5,4,금,일반관광지,0
식당,분식,F,26,5,1,월,할리스커피,0
식당,치킨,M,21,11,2,화,컨벤션센터,0
식당,경양식,M,31,9,5,금,일반부페,0
식당,일반한식,F,36,2,7,월,일반한식,1
식당,일반한식,M,15,1,14,수,기타전시/박물관,1
식당,치킨,M,25,10,19,월,보양식,0
식당,일반한식,F,54,12,20,목,초밥/롤전문,0
식당,갈비/불고기,M,54,6,9,화,한스델리,1
식당,피자,M,38,5,9,토,동남아음식,0
식당,일반한식,M,14,6,12,목,더후라이팬,0
식당,몸보신,F,44,9,22,목,탐앤탐스,1
식당,일반한식,M,39,10,2,수,서원/향교/서당,1
식당,분식,M,49,7,4,월,우동,1
식당,일반한식,F,19,6,22,토,피자,1
식당,일반한식,F,29,3,23,목,드롭탑,0
식당,일반한식,M,51,8,22,금,일반유원지/일반놀이공원,1
식당,일반한식,M,55,11,13,월,파스쿠찌,1
식당,치킨,F,38,8,12,일,굽네치킨,0
식당,일반한식,M,18,9,20,토,아쿠아리움/대형수족관,0
식당,해물요리,M,59,6,20,목,동물원,0
식당,일반한식,M,23,7,11,일,교촌치킨,1
식당,치킨,M,36,5,16,일,피쉬앤그릴,0
식당,갈비/불고기,F,16,2,3,일,암자,0
식당,분식,F,40,5,21,수,생선회,0
식당,일반한식,F,30,3,5,화,맥시칸,1
식당,일반한식,M,45,12,13,수,소형갤러리,1
식당,일반한식,F,43,6,23,목,미술관,1
식당,해물요리,F,52,6,24,월,기타아이스크림,0
식당,일반한식,F,14,10,4,토,유명관광지,0
식당,삼겹살,F,37,6,15,수,초밥/롤전문,1
식당,국수전문,F,36,2,3,월,암자,0
식당,일반한식,M,47,9,19,일,온천지역,1
식당,생선회,M,56,9,19,수,유명사찰,0
식당,일반한식,F,50,5,9,월,대형호수/저수지,0
식당,일반한식,M,18,12,12,목,드롭탑,1
식당,한정식,M,52,12,24,월,배스킨라빈스31,0
식당,삼겹살,M,14,6,23,일,애슐리,1
식당,삼겹살,M,32,6,13,일,도시락,1
식당,삼겹살,M,14,1,11,목,토속/특산물/기념품매장,0
식당,일반한식,M,23,11,19,수,군락/서식지/생태보호구역,0
식당,족발/보쌈,M,23,1,10,수,뚜레쥬르,1
식당,해물요리,M,17,2,20,화,경양식,1
식당,갈비/불고기,F,29,1,19,토,분식,0
식당,보양식,M,15,10,2,월,철판요리,0
식당,일반한식,F,18,6,2,수,미술관,0
식당,일반한식,M,16,4,6,금,군락/서식지/생태보호구역,1
식당,일반한식,M,29,10,10,월,동물원,1
식당,생선회,M,17,3,24,월,아웃백스테이크하우스,1
식당,일반한식,M,54,8,6,토,유명사찰,1
식당,일반한식,M,24,2,9,금,애슐리,0
식당,갈비/불고기,M,35,2,19,수,애슐리,0
식당,퓨전,M,29,1,18,금,애슐리,1
식당,일반한식,F,23,1,19,금,전문부페,1
식당,분식,M,39,12,6,토,대형전시/박물관,0
식당,일반한식,M,15,3,17,일,지역사찰,1
식당,일반한식,F,42,6,10,화,이디야,0
식당,일반한식,F,32,11,16,일,군락/서식지/생태보호구역,1
식당,일반한식,M,46,2,6,토,서원/향교/서당,0
식당,일반한식,F,35,8,12,화,맘스터치,0
식당,찌개/탕전문,F,19,7,17,금,돈까스전문,0
식당,일반한식,F,49,10,16,목,군락/서식지/생태보호구역,1
식당,일반부페,M,22,4,3,일,동남아음식,1
식당,일반한식,M,45,7,8,토,스무디킹,1
식당,일반한식,M,23,8,11,월,빕스,0
식당,몸보신,M,52,5,14,화,크리스피크림도넛,1
식당,해물요리,F,52,10,6,화,놀부보쌈,0
식당,분식,F,50,11,1,토,카페베네,1
식당,페리카나,M,39,11,15,금,경양식,1
식당,치킨,M,55,11,5,월,식물원,0
식당,분식,M,19,2,4,일,벌집삼겹살,0
식당,갈비/불고기,M,32,6,19,목,몸보신,0
식당,이탈리아음식,M,29,12,3,금,전문부페,0
식당,일반한식,F,26,3,19,토,엔제리너스,1
식당,일반한식,F,52,2,8,금,투썸플레이스,1
식당,일반한식,M,20,11,23,수,카페(관광지),0
식당,일반한식,F,37,4,2,월,지역근린공원,0
식당,치킨,F,37,11,6,화,인도음식,1
식당,일반한식,M,18,10,16,월,차전문점,1
식당,치킨,M,27,8,6,화,이탈리아음식,0
식당,일반한식,M,22,12,23,목,돈까스전문,1
식당,일반한식,F,42,9,22,일,보물,1
식당,야식(24시간오픈),M,14,10,17,화,구민/시민회관,1
식당,일반한식,F,26,4,13,화,유명관광지,0
식당,삼겹살,M,39,9,9,화,맥시칸,0
